,,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z
T145,0103,6.43417048,9.71297476,5.3585307,0.63772837,-0.0,-0.0,0.05526657,0.06807525,0.06207378,-0.06616655,-0.0,-0.0,6.48943704,9.78105001,5.42060448,0.57156182,-0.0,-0.0,6.45471971,9.72945062,5.3744602,0.63833096,-0.0,0.0,0.0473983,0.06043143,0.05268847,-0.06600198,0.0,-0.0,6.50211801,9.78988205,5.42714867,0.57232898,0.0,-0.0,6.45570479,9.73094307,5.37524867,0.63805119,0.0,0.0,0.04564469,0.05846804,0.05025544,-0.06608142,-0.0,0.0,6.50134948,9.78941111,5.42550412,0.57196977,0.0,0.0,6.41546513,9.70179333,5.34451032,0.64076605,0.0,0.0,0.05360168,0.07255615,0.05891091,-0.06569918999999999,0.0,0.0,6.4690668,9.77434949,5.40342123,0.5750668649999999,0.0,0.0,6.44220964,9.72284953,5.36676303,0.63844652,-0.0,-0.0,0.049854,0.06600866,0.05448743,-0.065852495,0.0,0.0,6.49206364,9.78885819,5.42125045,0.572594025,0.0,0.0,6.44711062,9.72550132,5.36943603,0.63740296,0.0,-0.0,0.04445051,0.05807719,0.0489792,-0.06622354,-0.0,-0.0,6.49156114,9.78357851,5.41841523,0.571179425,-0.0,-0.0
T145,0112,16.25746731,5.30585871,5.2969549,0.36901003,-6e-08,-8.19e-06,0.53244551,0.06270517,0.06348451,-0.013395935000000001,-2e-08,3.3e-07,16.78991282,5.36856388,5.36043942,0.35561409,-8e-08,-7.86e-06,16.26858197,5.32524229,5.31632617,0.36600988,-6e-08,-8.14e-06,0.52479084,0.05650503,0.05722792,-0.013733335,-2e-08,3.4e-07,16.79337281,5.38174733,5.3735541,0.352276545,-8e-08,-7.8e-06,16.26956214,5.32639782,5.31739095,0.36591214,-6e-08,-8.14e-06,0.52171475,0.05492469,0.05564047,-0.014072755,-2e-08,3.4e-07,16.79127689,5.3813225,5.37303142,0.351839385,-8e-08,-7.79e-06,16.24506756,5.29845758,5.28967679,0.36872848,-5e-08,-8.17e-06,0.52897056,0.06126238,0.0619851,-0.01239298,-1e-08,3.1e-07,16.77403812,5.35971997,5.35166189,0.35633549,-6e-08,-7.86e-06,16.26359961,5.3216263,5.31266053,0.36659757,-6e-08,-8.14e-06,0.5253364,0.05743255,0.05816396,-0.01373228,-1e-08,3.4e-07,16.78893601,5.37905886,5.37082449,0.35286529,-7e-08,-7.8e-06,16.26758605,5.32383241,5.31480446,0.36605591,-6e-08,-8.14e-06,0.52208548,0.05546631,0.05618456,-0.01420475,-2e-08,3.5e-07,16.78967153,5.37929872,5.37098902,0.35185116,-8e-08,-7.79e-06
T145,0117,10.12990114,6.97801683,6.50048947,0.35566132,-0.0,-0.0,0.17916912,0.1177934,0.08543036,0.02095494,-0.0,0.0,10.30907025,7.09581023,6.58591983,0.37661625,-0.0,-0.0,10.1398208,6.99032937,6.51147973,0.35838065,0.0,0.0,0.18069563,0.11593673,0.08280104,0.022173619999999998,-0.0,0.0,10.32051643,7.1062661,6.59428076,0.380554265,-0.0,0.0,10.1404994,6.9906632,6.51171178,0.35848461,0.0,0.0,0.18100318,0.11553577,0.08210051,0.022583779999999998,0.0,0.0,10.32150258,7.10619897,6.59381229,0.38106839,0.0,0.0,10.14330934,6.98372073,6.50375938,0.35785115,0.0,0.0,0.18961793,0.12242726,0.08827355,0.02290286,-0.0,0.0,10.33292726,7.10614799,6.59203293,0.38075401,0.0,0.0,10.14193833,6.98974064,6.5103015,0.35856622,0.0,0.0,0.1851797,0.11810873,0.08422477,0.02295427,-0.0,0.0,10.32711803,7.10784938,6.59452627,0.3815205,-0.0,0.0,10.14059139,6.99014411,6.51106974,0.358474,0.0,-0.0,0.1828338,0.11632212,0.08256996,0.02292264,0.0,-0.0,10.3234252,7.10646623,6.5936397,0.38139664,0.0,-0.0
T145,0119,5.07535258,5.39296195,16.3889074,-0.0,0.0,-0.0,-0.00116716,0.06566599,-0.43311859,-0.0,0.0,0.0,5.07418542,5.45862794,15.95578881,-0.0,0.0,-0.0,5.09115063,5.41055127,16.39488694,0.0,0.0,-0.0,-0.00653112,0.06264349,-0.43401112,0.0,-0.0,0.0,5.08461951,5.47319475,15.96087581,0.0,0.0,0.0,5.09162565,5.41095969,16.39508415,-0.0,0.0,0.0,-0.00832812,0.06210812,-0.43495048,-0.0,0.0,-0.0,5.08329753,5.47306781,15.96013367,-0.0,0.0,0.0,5.07793267,5.38305562,16.39938907,0.0,0.0,0.0,-0.00099001,0.06727126,-0.42395341,-0.0,0.0,-0.0,5.07694267,5.45032688,15.97543566,0.0,0.0,0.0,5.09223165,5.40378446,16.39605072,0.0,-0.0,-0.0,-0.00590769,0.06410845,-0.43132186,0.0,-0.0,0.0,5.08632396,5.4678929,15.96472886,0.0,-0.0,-0.0,5.09030124,5.40781508,16.39485708,0.0,0.0,-0.0,-0.00803705,0.06267326,-0.43438882,-0.0,0.0,0.0,5.08226419,5.47048835,15.96046826,0.0,0.0,0.0
T145,0129,17.38381543,12.54298821,8.26527715,0.78281886,1.637e-05,1.412e-05,0.50503494,0.4455053,0.12075579,-0.064700225,1.08e-06,9e-08,17.88885038,12.98849351,8.38603294,0.7181186399999999,1.745e-05,1.422e-05,17.43971396,12.6004151,8.30669649,0.77914782,1.642e-05,1.412e-05,0.48901543,0.42574473,0.10142689,-0.0640382,1.08e-06,1e-07,17.92872939,13.02615983,8.40812338,0.715109625,1.751e-05,1.422e-05,17.446127,12.60639126,8.31268783,0.77950653,1.642e-05,1.412e-05,0.4860625,0.42125077,0.09818458,-0.06441283,1.08e-06,1e-07,17.9321895,13.02764203,8.41087242,0.7150936999999999,1.75e-05,1.422e-05,17.39867902,12.55868,8.26814821,0.78136224,1.642e-05,1.413e-05,0.4948444,0.43072088,0.10333275,-0.06304332500000001,1.1e-06,1.1e-07,17.89352341,12.98940088,8.37148096,0.718318915,1.751e-05,1.423e-05,17.43454092,12.59661166,8.30734497,0.77941681,1.641e-05,1.411e-05,0.48797479,0.42312439,0.0983688,-0.06374675,1.09e-06,1.1e-07,17.92251571,13.01973605,8.40571377,0.71567006,1.749e-05,1.422e-05,17.43633507,12.59663225,8.304198,0.7801309,1.642e-05,1.412e-05,0.48156883,0.4168106,0.09450238,-0.064104085,1.08e-06,1e-07,17.9179039,13.01344284,8.39870038,0.716026825,1.75e-05,1.423e-05
T145,0142,7.07012881,6.64579809,4.49960031,1.41447293,-0.0,0.0,-0.00760794,0.13213921,0.0539651,-0.00869514,-0.0,-0.0,7.06252087,6.7779373,4.55356542,1.4057778,-0.0,0.0,7.09442605,6.67295443,4.52421374,1.41668482,0.0,0.0,-0.01413401,0.124562,0.04554855,-0.008973934999999999,-0.0,0.0,7.08029204,6.79751643,4.56976229,1.4077108900000002,-0.0,0.0,7.09748657,6.67574645,4.52738727,1.41659609,0.0,0.0,-0.01538455,0.1233968,0.04370083,-0.00899005,-0.0,-0.0,7.08210202,6.79914326,4.5710881,1.4076060300000002,-0.0,-0.0,7.0567521,6.63878169,4.48775788,1.42106387,-0.0,-0.0,-0.01209756,0.12841067,0.04688452,-0.007728895,0.0,0.0,7.04465454,6.76719235,4.5346424,1.413334975,0.0,0.0,7.09082932,6.66644291,4.52271874,1.4172994,0.0,0.0,-0.01454792,0.12484777,0.04422272,-0.00854225,-0.0,-0.0,7.0762814,6.79129068,4.56694146,1.40875715,0.0,0.0,7.09051703,6.67077235,4.52118358,1.41720442,0.0,0.0,-0.01684175,0.12246024,0.04223582,-0.008981565,0.0,0.0,7.07367528,6.79323258,4.56341941,1.40822285,0.0,0.0
T145,0158,2.15602878,2.15602878,3.65011389,0.0,-0.0,0.0,0.03243957,0.03243957,0.10260206,0.0,-0.0,-0.0,2.18846836,2.18846836,3.75271596,0.0,-0.0,-0.0,2.16646369,2.16646369,3.65815117,0.0,-0.0,-0.0,0.0295056,0.0295056,0.09973053,0.0,0.0,0.0,2.19596929,2.19596929,3.7578817,0.0,-0.0,-0.0,2.16757874,2.16757874,3.65859096,0.0,0.0,0.0,0.0288311,0.0288311,0.09866541,-0.0,-0.0,-0.0,2.19640985,2.19640985,3.75725636,-0.0,-0.0,0.0,2.14399022,2.14399022,3.65356384,-0.0,-0.0,0.0,0.0305394,0.0305394,0.10129603,-0.0,-0.0,-0.0,2.17452962,2.17452962,3.75485987,-0.0,-0.0,0.0,2.16295148,2.16295148,3.6574677,0.0,0.0,0.0,0.02953941,0.02953941,0.09992887,0.0,0.0,-0.0,2.19249089,2.19249089,3.75739658,0.0,0.0,-0.0,2.16555,2.16555,3.65853813,-0.0,-0.0,-0.0,0.02903912,0.02903912,0.0989325,0.0,0.0,0.0,2.19458912,2.19458912,3.75747064,0.0,0.0,0.0
T145,0159,13.84551758,7.87330847,5.99218646,-0.35342469,-0.00018771,5.651e-05,0.78684874,0.2149281,0.11803436,0.034069785,-9.39e-06,-1.6e-06,14.63236632,8.08823656,6.11022082,-0.31935491,-0.0001971,5.492e-05,13.85995116,7.88892826,6.01013919,-0.35135043,-0.00018748,5.629e-05,0.7842839,0.20846018,0.11212342,0.034474000000000005,-9.49e-06,-1.7e-06,14.64423506,8.09738843,6.12226261,-0.316876425,-0.00019696,5.46e-05,13.86116171,7.88986609,6.01111008,-0.35133431,-0.00018747,5.629e-05,0.78296329,0.20659152,0.11057139,0.03473081,-9.45e-06,-1.72e-06,14.644125,8.09645761,6.12168147,-0.31660349499999996,-0.00019692,5.457e-05,13.86127982,7.8764507,5.98601456,-0.35379946,-0.00018863,5.66e-05,0.79230274,0.21338028,0.11583811,0.034213675,-9.6e-06,-1.66e-06,14.65358256,8.08983098,6.10185267,-0.319585785,-0.00019824,5.494e-05,13.86222666,7.88777307,6.00707082,-0.35135101,-0.00018767,5.631e-05,0.78775013,0.2092652,0.11247058,0.034516435,-9.53e-06,-1.7e-06,14.64997678,8.09703827,6.1195414,-0.31683457,-0.0001972,5.461e-05,13.86117721,7.88901896,6.00972268,-0.35132706,-0.00018753,5.63e-05,0.78447448,0.20692365,0.11078223,0.03473266,-9.46e-06,-1.72e-06,14.64565169,8.09594261,6.12050491,-0.3165944,-0.00019699,5.458e-05
T145,0205,4.51502991,4.51502991,12.77278606,-0.0,-0.0,-0.0,-0.03164357,-0.03164357,-0.06308543,0.0,0.0,-0.0,4.48338633,4.48338633,12.70970063,0.0,-0.0,-0.0,4.54394185,4.54394185,12.77712052,0.0,-0.0,-0.0,-0.03823585,-0.03823585,-0.06665674,-0.0,0.0,0.0,4.505706,4.505706,12.71046378,-0.0,-0.0,-0.0,4.5444142,4.5444142,12.77738495,0.0,0.0,-0.0,-0.03898976,-0.03898976,-0.06840558,0.0,0.0,-0.0,4.50542444,4.50542444,12.70897937,0.0,0.0,-0.0,4.51852561,4.51852561,12.77721383,-0.0,-0.0,0.0,-0.03133835,-0.03133835,-0.05552136,0.0,0.0,-0.0,4.48718726,4.48718726,12.72169247,-0.0,0.0,0.0,4.54111152,4.54111152,12.77774098,-0.0,0.0,0.0,-0.035952,-0.035952,-0.06279202,-0.0,-0.0,0.0,4.50515952,4.50515952,12.71494896,-0.0,-0.0,0.0,4.54220566,4.54220566,12.77712606,0.0,0.0,-0.0,-0.03784953,-0.03784953,-0.06716649,0.0,0.0,-0.0,4.50435613,4.50435613,12.70995957,0.0,0.0,-0.0
T145,0213,8.87251587,10.46082176,12.37900502,1.33170026,-0.0,0.0,0.18912851,0.23180682,0.24701311,0.046942109999999995,0.0,0.0,9.06164438,10.69262857,12.62601813,1.378642375,-0.0,0.0,8.90437685,10.49773401,12.41090875,1.33465589,0.0,-0.0,0.17057946,0.21495638,0.23051948,0.04791737,0.0,-0.0,9.07495631,10.71269039,12.64142822,1.38257326,0.0,-0.0,8.90700424,10.50191388,12.41632537,1.33518292,-0.0,0.0,0.16689835,0.21182849,0.22746821,0.0483702,0.0,0.0,9.07390259,10.71374237,12.64379358,1.38355312,-0.0,0.0,8.84832529,10.44782989,12.36186494,1.34215087,0.0,0.0,0.17630653,0.22178276,0.24039958,0.04901014,0.0,-0.0,9.02463182,10.66961265,12.60226452,1.391161015,0.0,0.0,8.8903906,10.48824068,12.40472819,1.33580183,-0.0,0.0,0.17256636,0.21769718,0.23522919,0.04865153,-0.0,-0.0,9.06295695,10.70593786,12.63995738,1.38445336,-0.0,0.0,8.89520972,10.49092845,12.40628519,1.33600071,0.0,-0.0,0.16305725,0.20780872,0.22248599,0.048036765,0.0,0.0,9.05826697,10.69873717,12.62877118,1.384037475,0.0,-0.0
T145,0223,4.67372861,8.25370084,5.73427294,0.0,0.0,0.0,0.04388893,0.04925261,0.04765401,0.0,-0.0,0.0,4.71761754,8.30295345,5.78192695,-0.0,0.0,0.0,4.68745551,8.26103726,5.7459836,-0.0,-0.0,0.0,0.03954124,0.04693241,0.04359522,-0.0,-0.0,-0.0,4.72699674,8.30796967,5.78957882,-0.0,-0.0,0.0,4.68797432,8.26183252,5.74653693,0.0,-0.0,0.0,0.0386757,0.04622279,0.04270926,0.0,-0.0,-0.0,4.72665001,8.30805531,5.78924619,0.0,-0.0,0.0,4.67398801,8.26113888,5.73725836,-0.0,0.0,0.0,0.04460024,0.05415732,0.04897018,-0.0,-0.0,0.0,4.71858825,8.3152962,5.78622855,-0.0,0.0,0.0,4.68612832,8.26249028,5.74552654,0.0,-0.0,-0.0,0.04084506,0.04997328,0.04513289,0.0,0.0,0.0,4.72697338,8.31246356,5.79065943,0.0,-0.0,-0.0,4.68716383,8.26171711,5.74603172,0.0,0.0,-0.0,0.03920353,0.04753942,0.04334599,-0.0,-0.0,0.0,4.72636735,8.30925653,5.78937771,0.0,-0.0,-0.0
T145,0245,9.52818887,8.39007369,7.5124871,-1.64e-06,-0.00706959,1.05e-06,0.43561432,0.37118212,0.34754947,1.3e-07,0.00138944,6e-08,9.96380319,8.76125581,7.86003657,-1.51e-06,-0.00568015,1.12e-06,9.53501185,8.40191627,7.52722244,-1.64e-06,-0.00484979,1.05e-06,0.43575178,0.36867294,0.34213758,1.3e-07,0.00198985,6e-08,9.97076363,8.77058921,7.86936002,-1.51e-06,-0.002859945,1.12e-06,9.53551711,8.40317923,7.52816131,-1.64e-06,-0.00448571,1.05e-06,0.43548763,0.36778182,0.34033109,1.3e-07,0.002009765,6e-08,9.97100474,8.77096105,7.8684924,-1.51e-06,-0.00247595,1.12e-06,9.53505084,8.39653213,7.52769076,-1.64e-06,-0.00735581,1.06e-06,0.44242512,0.37417636,0.34775961,1.3e-07,0.001858035,6e-08,9.97747595,8.77070849,7.87545036,-1.52e-06,-0.005497775,1.12e-06,9.53628165,8.4025642,7.52750218,-1.64e-06,-0.00459889,1.05e-06,0.43898212,0.37026501,0.34262287,1.3e-07,0.001721305,6.5e-08,9.97526377,8.77282921,7.87012505,-1.51e-06,-0.002877585,1.12e-06,9.53524524,8.40213128,7.52752197,-1.64e-06,-0.00491127,1.05e-06,0.43679791,0.36782072,0.3402049,1.3e-07,0.0014528499999999999,6.5e-08,9.97204315,8.769952,7.86772687,-1.51e-06,-0.00345842,1.12e-06
T145,0256,7.37469848,8.22252733,7.59911369,-0.0,0.0,0.0,0.34476473,0.35086062,0.35604216,0.0,0.0,-0.0,7.71946322,8.57338795,7.95515585,0.0,0.0,0.0,7.38309944,8.22961142,7.60669796,0.0,0.0,-0.0,0.33913811,0.34905674,0.3514889,0.0,0.0,0.0,7.72223756,8.57866816,7.95818685,0.0,0.0,-0.0,7.38343047,8.23026264,7.60738408,0.0,0.0,-0.0,0.33739139,0.34816515,0.35010553,-0.0,0.0,0.0,7.72082186,8.57842779,7.95748961,-0.0,0.0,-0.0,7.38296382,8.22544299,7.60930932,0.0,0.0,-0.0,0.34569193,0.3574375,0.3592436,0.0,0.0,0.0,7.72865575,8.5828805,7.96855292,0.0,0.0,-0.0,7.38304659,8.22961543,7.60767277,0.0,0.0,-0.0,0.34054804,0.35192662,0.3535496,0.0,-0.0,-0.0,7.72359463,8.58154205,7.96122236,0.0,0.0,-0.0,7.38331241,8.22985175,7.60747389,0.0,0.0,0.0,0.33818504,0.34923476,0.35109985,-0.0,0.0,-0.0,7.72149745,8.57908651,7.95857374,0.0,0.0,0.0
T145,0257,7.03598692,7.72742048,8.501541,0.65085229,0.0,-0.0,0.33140432,0.339194,0.29302737,0.072081845,-0.0,0.0,7.36739124,8.06661448,8.79456837,0.722934135,-0.0,0.0,7.04912918,7.73898459,8.51451947,0.64615565,-0.0,-0.0,0.32327261,0.33256975,0.29199088,0.07255107499999999,0.0,0.0,7.3724018,8.07155434,8.80651034,0.71870672,-0.0,-0.0,7.050116,7.74001237,8.51561564,0.64569862,-0.0,0.0,0.32079264,0.33065869,0.29116725,0.072625875,-0.0,-0.0,7.37090863,8.07067106,8.80678289,0.71832449,-0.0,-0.0,7.04097238,7.73183795,8.50046465,0.65683318,0.0,-0.0,0.32848805,0.34008276,0.29843419,0.074212575,0.0,0.0,7.36946043,8.07192071,8.79889884,0.731045755,0.0,-0.0,7.04667537,7.73830469,8.51199019,0.64811558,-0.0,0.0,0.32236138,0.33358971,0.29370777,0.07365587500000001,0.0,-0.0,7.36903675,8.07189441,8.80569796,0.7217714550000001,-0.0,-0.0,7.04803073,7.73817783,8.51338051,0.64717994,0.0,0.0,0.31975073,0.33039879,0.29105569,0.07361664000000001,0.0,0.0,7.36778147,8.06857662,8.8044362,0.72079658,0.0,0.0
T145,0267,17.8964089,13.55692227,8.52314612,1.92497906,-3e-08,-2.75e-06,0.52474332,0.51587671,0.11350264,-0.047979030000000006,2e-08,6.8e-07,18.42115221,14.07279898,8.63664876,1.87700002,-1e-08,-2.07e-06,17.92798787,13.59786972,8.56563435,1.91334843,1e-08,-2.74e-06,0.49580708,0.49604283,0.09018506,-0.04808431,3e-08,6.8e-07,18.42379495,14.09391255,8.65581941,1.86526412,4e-08,-2.06e-06,17.93412211,13.60222702,8.56972007,1.91433868,1e-08,-2.74e-06,0.48684647,0.49026262,0.08472995,-0.048074195,3e-08,6.8e-07,18.42096857,14.09248964,8.65445002,1.8662644849999999,4e-08,-2.06e-06,17.90813748,13.53820329,8.51273772,1.9218461,4e-08,-2.81e-06,0.50741443,0.50110986,0.09149622,-0.048261860000000004,2e-08,6.7e-07,18.41555191,14.03931315,8.60423394,1.873584235,6e-08,-2.14e-06,17.92587438,13.58795246,8.5603132,1.91487997,5e-08,-2.72e-06,0.49058938,0.49147559,0.08428522,-0.048072465,3e-08,6.7e-07,18.41646376,14.07942805,8.64459842,1.8668075100000001,8e-08,-2.05e-06,17.92661791,13.59036525,8.55873988,1.91537422,1e-08,-2.75e-06,0.48077001,0.48548869,0.0793764,-0.047783494999999995,3e-08,6.7e-07,18.40738792,14.07585394,8.63811628,1.867590725,4e-08,-2.08e-06
T145,0276,15.16522666,9.41879327,6.84415049,-2.83432236,-0.0,0.0,-0.02391197,-0.01604218,0.02916163,0.24735997999999998,0.0,-0.0,15.14131469,9.4027511,6.87331212,-2.58696238,0.0,0.0,15.18204106,9.42936809,6.85400005,-2.82799338,0.0,0.0,-0.02041035,-0.01732586,0.02403465,0.245453025,0.0,0.0,15.16163072,9.41204223,6.87803469,-2.5825403500000004,0.0,0.0,15.1825737,9.42963788,6.85420553,-2.82777206,0.0,-0.0,-0.019163,-0.01788541,0.02206515,0.245454605,0.0,-0.0,15.1634107,9.41175247,6.87627068,-2.582317455,0.0,-0.0,15.17837095,9.42216255,6.85099498,-2.83883018,-0.0,0.0,-0.0084413,-0.00998213,0.03157599,0.24536121,-0.0,0.0,15.16992965,9.41218042,6.88257098,-2.593468975,-0.0,0.0,15.18348844,9.4275436,6.85328408,-2.83074374,-0.0,0.0,-0.01410367,-0.01498655,0.02499872,0.24524349499999998,-0.0,0.0,15.16938477,9.41255705,6.8782828,-2.5855002450000004,-0.0,0.0,15.1814185,9.4281445,6.85402268,-2.82875647,-0.0,-0.0,-0.01699941,-0.0172314,0.0223591,0.24548836000000002,0.0,-0.0,15.16441909,9.4109131,6.87638178,-2.583268115,-0.0,-0.0
T145,0281,11.76677562,7.38364128,5.64022981,-1.78737022,0.0,0.0,0.09456766,0.00633588,0.04844066,0.08558536,0.0,-0.0,11.86134328,7.38997717,5.68867047,-1.701784855,0.0,0.0,11.77690754,7.39566009,5.65208017,-1.78553828,0.0,0.0,0.09440517,0.00348776,0.04449304,0.08443041000000001,-0.0,0.0,11.87131271,7.39914785,5.69657321,-1.70110786,0.0,0.0,11.77761817,7.39602598,5.65240444,-1.78558961,-0.0,0.0,0.09465033,0.00274552,0.04337814,0.08419601,-0.0,0.0,11.8722685,7.3987715,5.69578258,-1.701393605,-0.0,0.0,11.77903532,7.38407515,5.6453621,-1.78682204,0.0,-0.0,0.10334089,0.00990237,0.05046507,0.08380301500000001,-0.0,0.0,11.88237621,7.39397752,5.69582717,-1.7030190250000001,0.0,-0.0,11.77871699,7.39364752,5.65183659,-1.78592892,-0.0,-0.0,0.09910191,0.00530816,0.04570663,0.08380731999999999,-0.0,0.0,11.8778189,7.39895568,5.69754323,-1.7021216,-0.0,-0.0,11.77736865,7.39506103,5.65186361,-1.78557113,-0.0,0.0,0.09655907,0.00329847,0.04383077,0.08395738,0.0,-0.0,11.87392772,7.39835949,5.69569438,-1.70161375,0.0,0.0
T145,0282,11.84809445,10.21514066,7.2003404,1.40578496,-0.0,-0.0,0.22004055,0.11146463,0.11234714,-0.082376905,-0.0,-0.0,12.068135,10.32660529,7.31268754,1.32340805,-0.0,-0.0,11.88073203,10.23636452,7.21933525,1.40641898,0.0,0.0,0.21511527,0.10753125,0.10475334,-0.082124955,-0.0,-0.0,12.09584729,10.34389577,7.32408859,1.32429402,0.0,0.0,11.88342418,10.23798994,7.22097313,1.40642589,0.0,0.0,0.21452527,0.10679097,0.10286288,-0.0821747,0.0,0.0,12.09794944,10.34478091,7.32383601,1.32425119,0.0,0.0,11.86270906,10.21058713,7.19725267,1.40458408,-0.0,0.0,0.22250029,0.11349099,0.1084024,-0.08173656500000001,-0.0,0.0,12.08520935,10.32407813,7.30565507,1.3228475149999999,-0.0,0.0,11.87957913,10.23388678,7.21687082,1.40589154,-0.0,0.0,0.21746621,0.10894184,0.10402445,-0.082188555,0.0,0.0,12.09704534,10.34282862,7.32089527,1.3237029900000001,-0.0,0.0,11.88034229,10.23363728,7.21677186,1.40588835,0.0,-0.0,0.21407906,0.10620602,0.10160803,-0.082388675,0.0,0.0,12.09442134,10.33984329,7.31837989,1.32349968,0.0,0.0
T145,0287,14.16266744,9.59210943,6.56048149,-2.08721284,0.0,-0.0,0.53446265,0.28180608,0.13755473,-0.056384594999999996,-0.0,0.0,14.6971301,9.87391551,6.69803622,-2.143597435,-0.0,0.0,14.18068841,9.61293499,6.57418501,-2.08750869,0.0,-0.0,0.5225594,0.27064273,0.12609575,-0.055828045,-0.0,-0.0,14.70324781,9.88357772,6.70028075,-2.143336735,-0.0,-0.0,14.1815081,9.61383265,6.57521066,-2.08739421,0.0,0.0,0.51885856,0.26768519,0.12310413,-0.05564078,0.0,-0.0,14.70036665,9.88151785,6.69831479,-2.1430349900000003,0.0,-0.0,14.15857751,9.58351518,6.54525306,-2.08921222,0.0,0.0,0.53840841,0.27768299,0.13124214,-0.059124235,0.0,0.0,14.69698591,9.86119817,6.6764952,-2.14833645,0.0,0.0,14.17739444,9.60450433,6.56758553,-2.08869912,-0.0,-0.0,0.5295891,0.27277176,0.12701943,-0.057524165,-0.0,-0.0,14.70698354,9.87727609,6.69460496,-2.14622328,-0.0,-0.0,14.1790118,9.60783085,6.57032013,-2.08768941,-0.0,0.0,0.51916871,0.26655177,0.12175832,-0.05597935,-0.0,0.0,14.69818052,9.87438262,6.69207845,-2.143668755,-0.0,0.0
T145,0306,11.15873469,8.72284994,6.4599846,-0.54903179,-0.01008497,-0.00524787,0.33436559,0.34724198,0.09338438,-0.069232335,1.0165e-05,-0.0016263800000000002,11.49310028,9.07009191,6.55336898,-0.618264125,-0.010074805,-0.006874245,11.17259962,8.76248942,6.4885307,-0.54892909,-0.00979614,-0.00533301,0.32065924,0.33334741,0.08042264,-0.06805246000000001,-2.465e-06,-0.00155783,11.49325886,9.09583683,6.56895333,-0.61698155,-0.00979861,-0.00689084,11.17552511,8.76496472,6.49134813,-0.54919574,-0.00979119,-0.00526243,0.3161773,0.32886381,0.07696355,-0.067548945,8.38e-06,-0.001552525,11.49170241,9.09382854,6.56831168,-0.61674468,-0.00978281,-0.006814955,11.16212206,8.70334786,6.43776483,-0.55197879,-0.0100509,-0.00501979,0.32855973,0.33711131,0.08247398,-0.067727705,-6.176e-05,-0.0015867099999999999,11.49068179,9.04045917,6.52023881,-0.619706495,-0.01011265,-0.0066065,11.17112614,8.74985699,6.47940581,-0.54891365,-0.00996628,-0.00520199,0.31898104,0.32978876,0.07725289,-0.06745965000000001,-2.9850000000000002e-06,-0.0015545,11.49010719,9.07964575,6.5566587,-0.6163733,-0.009969265000000001,-0.006756485,11.17187803,8.75116974,6.47973724,-0.54966058,-0.00983665,-0.00525408,0.31378279,0.3252742,0.07418609,-0.06748564000000001,-8.37e-06,-0.0015606349999999999,11.48566082,9.07644394,6.55392333,-0.61714622,-0.00984502,-0.006814715
T145,0318,11.38463097,7.78368013,6.8395488,-0.73650639,-3.309e-05,-6.322e-05,0.33633461,0.16559566,0.10783319,0.061835265,-4.64e-06,-3.784e-05,11.72096558,7.94927579,6.94738199,-0.674671115,-3.773e-05,-0.00010106,11.3970892,7.79634573,6.84778998,-0.73441635,-3.538e-05,-6.345e-05,0.3378593,0.16334936,0.10219783,0.06218257,-5.77e-06,-3.729e-05,11.7349485,7.95969509,6.94998781,-0.67223378,-4.115e-05,-0.00010074,11.39767558,7.7966522,6.8480472,-0.73439764,-3.534e-05,-6.34e-05,0.33778957,0.16229166,0.09986298,0.062526945,-6.23e-06,-3.705e-05,11.73546515,7.95894386,6.94791019,-0.67187069,-4.157e-05,-0.00010045,11.39591059,7.78580793,6.8378707,-0.74188241,-3.385e-05,-6.104e-05,0.34664371,0.16903748,0.10845686,0.061609245,-4.97e-06,-3.688e-05,11.7425543,7.95484541,6.94632756,-0.680273165,-3.881e-05,-9.792e-05,11.39776732,7.7932983,6.8456576,-0.7362637,-3.473e-05,-6.28e-05,0.34159336,0.16457987,0.10232702,0.062365295,-5.97e-06,-3.692e-05,11.73936068,7.95787817,6.94798462,-0.6738984,-4.07e-05,-9.972e-05,11.39697138,7.79483128,6.8470573,-0.73509283,-3.506e-05,-6.318e-05,0.33891312,0.16253777,0.09969855,0.062674385,-6.34e-06,-3.689e-05,11.7358845,7.95736905,6.94675585,-0.672418445,-4.14e-05,-0.00010007
